iter	Passed	Remaining
245	1683	12005
246	1691	12006
247	1699	12007
248	1704	11988
249	1712	11990
250	1719	11981
251	1724	11961
252	1731	11958
253	1737	11940
254	1742	11921
255	1750	11926
256	1755	11906
257	1763	11906
258	1768	11888
259	1773	11869
260	1781	11870
261	1786	11852
262	1795	11860
263	1800	11842
264	1805	11823
265	1816	11840
266	1821	11824
267	1830	11830
268	1835	11812
269	1843	11811
270	1848	11793
271	1853	11774
272	1861	11777
273	1866	11760
274	1872	11743
275	1879	11740
276	1884	11722
277	1892	11722
278	1897	11706
279	1903	11689
280	1911	11693
281	1916	11678
282	1922	11662
283	1929	11660
284	1938	11662
285	1945	11660
286	1951	11645
287	1958	11642
288	1963	11626
289	1968	11609
290	1977	11611
291	1983	11603
292	1991	11604
293	1997	11593
294	2002	11575
295	2010	11576
296	2016	11561
297	2024	11560
298	2030	11551
299	2035	11534
300	2043	11532
301	2048	11516
302	2055	11514
303	2061	11498
304	2066	11482
305	2074	11482
306	2080	11473
307	2085	11457
308	2093	11455
309	2098	11440
310	2105	11436
311	2110	11420
312	2117	11411
313	2126	11420
314	2131	11404
315	2140	11408
316	2145	11392
317	2151	11378
318	2159	11377
319	2164	11363
320	2172	11361
321	2177	11345
322	2187	11358
323	2192	11343
324	2198	11328
325	2205	11325
326	2210	11311
327	2216	11296
328	2224	11295
329	2229	11280
330	2236	11278
331	2244	11274
332	2249	11260
333	2257	11262
334	2262	11247
335	2270	11245
336	2275	11229
337	2280	11215
338	2289	11216
339	2294	11201
340	2302	11200
341	2307	11185
342	2312	11171
343	2320	11171
344	2326	11158
345	2338	11176
346	2343	11164
347	2351	11161
348	2356	11146
349	2361	11132
350	2369	11132
351	2374	11118
352	2380	11104
353	2387	11101
354	2393	11088
355	2402	11093
356	2407	11079
357	2412	11064
358	2420	11062
359	2425	11050
360	2434	11051
361	2439	11039
362	2444	11025
363	2452	11022
364	2457	11008
365	2462	10994
366	2470	10993
367	2475	10978
368	2486	10988
369	2491	10975
370	2499	10974
371	2504	10960
372	2509	10946
373	2517	10945
374	2522	10932
375	2527	10917
376	2537	10923
377	2542	10909
378	2551	10911
379	2570	10959
380	2585	10987
381	2593	10983
382	2603	10992
383	2609	10980
384	2616	10976
385	2621	10963
386	2626	10949
387	2634	10947
388	2642	10943
389	2650	10940
390	2655	10925
391	2660	10911
392	2668	10910
393	2673	10897
394	2681	10894
395	2686	10881
396	2691	10867
397	2704	10884
398	2709	10870
399	2718	10874
400	2723	10860
401	2731	10859
402	2736	10846
403	2741	10832
404	2750	10830
405	2755	10817
406	2764	10818
407	2769	10804
408	2774	10791
409	2782	10789
410	2787	10776
411	2795	10773
412	2800	10759
413	2805	10746
414	2814	10747
415	2819	10734
416	2824	10721
417	2831	10717
418	2839	10713
419	2846	10709
420	2852	10696
421	2857	10684
422	2865	10681
423	2870	10668
424	2877	10665
425	2883	10652
426	2888	10640
427	2895	10636
428	2900	10622
429	2906	10610
430	2913	10607
431	2918	10594
432	2931	10609
433	2948	10639
434	2959	10646
435	2967	10646
436	2978	10654
437	2986	10650
438	2996	10656
439	3005	10654
440	3016	10663
441	3021	10652
442	3028	10645
443	3033	10631
444	3041	10627
445	3047	10617
446	3054	10613
447	3060	10601
448	3065	10588
449	3072	10584
450	3078	10572
451	3087	10575
452	3094	10567
453	3105	10573
454	3112	10568
455	3122	10571
456	3128	10562
457	3133	10549
458	3143	10555
459	3148	10541
460	3156	10538
461	3161	10525
462	3169	10522
463	3175	10510
464	3179	10497
465	3187	10494
466	3193	10481
467	3198	10469
468	3207	10470
469	3212	10457
470	3221	10457
471	3227	10448
472	3236	10448
473	3241	10436
474	3247	10424
475	3254	10421
476	3259	10408
477	3265	10396
478	3272	10392
479	3278	10380
480	3285	10376
481	3290	10363
482	3295	10351
483	3303	10346
484	3308	10334
485	3313	10323
486	3322	10321
487	3327	10309
488	3336	10308
489	3341	10296
490	3346	10283
491	3354	10281
492	3359	10269
493	3367	10265
494	3372	10253
495	3377	10240
496	3384	10236
497	3389	10224
498	3395	10212
499	3402	10208
500	3408	10196
501	3415	10191
502	3420	10179
503	3425	10167
504	3433	10164
505	3438	10153
506	3443	10141
507	3453	10143
508	3458	10131
509	3466	10126
510	3471	10115
511	3476	10103
512	3484	10100
513	3489	10088
514	3502	10098
515	3507	10086
516	3514	10082
517	3520	10071
518	3525	10060
519	3532	10055
520	3538	10044
521	3543	10032
522	3552	10032
523	3560	10028
524	3565	10017
525	3570	10006
526	3578	10001
527	3583	9990
528	3588	9978
529	3596	9975
530	3603	9970
531	3612	9968
532	3617	9957
533	3622	9946
534	3631	9943
535	3636	9932
536	3647	9936
537	3654	9930
538	3664	9932
539	3669	9921
540	3677	9917
541	3682	9906
542	3687	9894
543	3695	9890
544	3700	9879
545	3710	9882
546	3716	9872
547	3721	9861
548	3729	9856
549	3734	9846
550	3742	9842
551	3747	9831
552	3752	9819
553	3761	9819
554	3767	9808
555	3775	9804
556	3780	9793
557	3785	9782
558	3792	9777
559	3798	9766
560	3803	9755
561	3810	9750
562	3815	9739
563	3823	9735
564	3829	9725
565	3834	9713
566	3842	9711
567	3847	9700
568	3852	9689
569	3862	9690
570	3867	9679
571	3875	9674
572	3880	9663
573	3885	9652
574	3893	9648
575	3898	9637
576	3906	9634
577	3913	9627
578	3921	9625
579	3926	9614
580	3931	9603
581	3941	9603
582	3946	9592
583	3954	9589
584	3962	9584
585	3970	9581
586	3976	9571
587	3981	9561
588	3989	9557
589	3994	9546
590	3999	9535
591	4007	9531
592	4012	9520
593	4020	9515
594	4025	9504
595	4031	9497
596	4039	9492
597	4044	9483
598	4052	9478
599	4061	9477
600	4069	9472
601	4076	9465
602	4081	9455
603	4089	9451
604	4094	9440
605	4101	9435
606	4107	9425
607	4112	9414
608	4120	9411
609	4125	9401
610	4130	9390
611	4138	9385
612	4143	9374
613	4152	9373
614	4161	9372
615	4169	9368
616	4174	9357
617	4180	9347
618	4188	9343
619	4193	9333
620	4201	9330
621	4206	9319
622	4213	9312
623	4220	9307
624	4225	9296
625	4233	9292
626	4238	9281
627	4244	9271
628	4251	9267
629	4256	9256
630	4261	9246
631	4271	9245
632	4276	9235
633	4283	9229
634	4288	9219
635	4293	9208
636	4302	9205
637	4307	9194
638	4314	9189
639	4321	9183
640	4326	9173
641	4334	9168
642	4339	9157
643	4347	9154
644	4353	9144
645	4358	9134
646	4367	9133
647	4372	9122
648	4380	9119
649	4385	9109
650	4390	9098
651	4398	9093
652	4403	9083
653	4408	9072
654	4416	9067
655	4421	9057
656	4428	9052
657	4434	9043
658	4439	9033
659	4447	9029
660	4452	9019
661	4457	9009
662	4467	9009
663	4476	9007
664	4482	8998
665	4487	8988
666	4495	8983
667	4500	8973
668	4505	8963
669	4512	8958
670	4517	8948
671	4522	8937
672	4530	8933
673	4535	8923
674	4543	8918
675	4548	8908
676	4553	8898
677	4561	8894
678	4566	8884
679	4575	8881
680	4581	8874
681	4587	8865
682	4594	8860
683	4599	8850
684	4608	8846
685	4613	8836
686	4618	8825
687	4625	8821
688	4630	8810
689	4635	8801
690	4643	8795
691	4648	8785
692	4654	8777
693	4659	8768
694	4667	8764
695	4676	8761
696	4681	8751
697	4689	8748
698	4695	8738
699	4700	8729
700	4708	8724
701	4713	8715
702	4720	8709
703	4730	8708
704	4738	8703
705	4743	8693
706	4748	8683
707	4756	8679
708	4761	8669
709	4766	8659
710	4774	8655
711	4779	8645
712	4787	8640
713	4793	8633
714	4798	8624
715	4806	8619
716	4811	8609
717	4818	8604
718	4824	8594
719	4829	8585
720	4836	8580
721	4841	8570
722	4847	8561
723	4854	8555
724	4859	8546
725	4867	8540
726	4872	8531
727	4879	8526
728	4889	8524
729	4894	8515
730	4902	8511
731	4908	8503
732	4916	8497
733	4921	8487
734	4928	8482
735	4935	8476
736	4941	8468
737	4948	8462
738	4953	8452
739	4958	8443
740	4966	8438
741	4971	8429
742	4976	8419
743	4984	8415
744	4989	8405
745	4994	8396
746	5004	8393
747	5010	8386
748	5017	8380
749	5022	8371
750	5027	8361
751	5037	8359
752	5047	8359
753	5055	8353
754	5066	8355
755	5074	8349
756	5086	8351
757	5100	8357
758	5109	8353
759	5120	8354
760	5134	8358
761	5142	8354
762	5152	8353
763	5159	8347
764	5170	8347
765	5179	8343
766	5186	8337
767	5194	8333
768	5200	8324
769	5205	8314
770	5214	8312
771	5219	8302
772	5227	8296
773	5233	8289
774	5238	8280
775	5246	8275
776	5251	8265
777	5256	8256
778	5262	8248
779	5269	8242
780	5279	8240
781	5284	8231
782	5293	8226
783	5298	8217
784	5303	8207
785	5312	8205
786	5317	8195
787	5325	8191
788	5330	8181
789	5338	8177
790	5343	8167
791	5349	8159
792	5358	8156
793	5363	8147
794	5368	8137
795	5373	8128
796	5379	8119
797	5386	8114
798	5392	8105
799	5397	8095
800	5406	8092
801	5411	8083
802	5418	8077
803	5424	8068
804	5429	8059
805	5436	8053
806	5441	8044
807	5446	8035
808	5454	8030
809	5459	8020
810	5467	8015
811	5473	8008
812	5479	7999
813	5487	7994
814	5492	7985
815	5500	7980
816	5505	7971
817	5510	7962
818	5519	7959
819	5524	7950
820	5529	7941
821	5540	7939
822	5545	7930
823	5553	7925
824	5558	7916
825	5566	7911
826	5571	7902
827	5576	7893
828	5588	7893
829	5593	7885
830	5601	7879
831	5606	7870
832	5611	7861
833	5620	7858
834	5626	7849
835	5633	7844
836	5639	7835
837	5643	7826
838	5651	7820
839	5656	7811
840	5663	7805
841	5670	7799
842	5682	7798
843	5687	7790
844	5692	7781
845	5700	7775
846	5705	7766
847	5713	7761
848	5719	7753
849	5724	7744
850	5735	7743
851	5740	7734
852	5747	7728
853	5752	7719
854	5757	7710
855	5765	7705
856	5770	7696
857	5775	7687
858	5782	7681
859	5787	7672
860	5795	7666
861	5800	7657
862	5805	7648
863	5813	7643
864	5818	7635
865	5824	7626
866	5833	7622
867	5838	7614
868	5845	7608
869	5851	7599
870	5856	7590
871	5863	7584
872	5868	7576
873	5873	7567
874	5881	7561
875	5886	7553
876	5894	7547
877	5901	7541
878	5906	7532
879	5916	7530
880	5922	7521
881	5933	7521
882	5938	7512
883	5946	7506
884	5951	7497
885	5955	7488
886	5963	7483
887	5968	7474
888	5975	7468
889	5981	7459
890	5987	7452
891	5995	7446
892	6000	7438
893	6005	7429
894	6010	7420
895	6015	7412
896	6025	7408
897	6030	7400
898	6038	7394
899	6043	7386
900	6048	7377
901	6057	7374
902	6062	7365
903	6073	7363
904	6079	7356
905	6087	7351
906	6092	7342
907	6098	7333
908	6105	7328
909	6110	7319
910	6115	7310
911	6123	7305
912	6129	7297
913	6136	7291
914	6144	7285
915	6149	7277
916	6156	7271
917	6161	7262
918	6169	7257
919	6179	7254
920	6187	7248
921	6192	7240
922	6197	7231
923	6205	7226
924	6210	7217
925	6218	7212
926	6224	7204
927	6228	7195
928	6238	7192
929	6243	7183
930	6251	7178
931	6257	7170
932	6262	7161
933	6269	7155
934	6274	7147
935	6280	7138
936	6287	7133
937	6292	7124
938	6300	7119
939	6305	7110
940	6310	7102
941	6318	7096
942	6323	7087
943	6335	7087
944	6341	7079
945	6348	7073
946	6353	7065
947	6359	7056
948	6367	7051
949	6372	7043
950	6377	7034
951	6385	7029
952	6391	7021
953	6399	7017
954	6405	7008
955	6410	7000
956	6417	6994
957	6422	6985
958	6427	6977
959	6435	6971
960	6440	6962
961	6448	6957
962	6454	6950
963	6459	6942
964	6467	6936
965	6472	6928
966	6480	6922
967	6487	6916
968	6492	6907
969	6500	6902
970	6505	6894
971	6512	6887
972	6517	6879
973	6522	6870
974	6530	6865
975	6535	6856
976	6540	6848
977	6550	6845
978	6555	6836
979	6563	6830
980	6568	6822
981	6573	6814
982	6580	6808
983	6585	6800
984	6590	6791
985	6599	6786
986	6604	6778
987	6612	6773
988	6617	6765
989	6622	6756
990	6630	6750
991	6635	6742
992	6640	6734
993	6648	6728
994	6653	6720
995	6662	6715
996	6667	6707
997	6672	6699
998	6681	6695
999	6688	6688
1000	6696	6683
1001	6701	6675
1002	6709	6668
1003	6714	6660
1004	6719	6652
1005	6728	6648
1006	6735	6641
1007	6744	6637
1008	6749	6629
1009	6754	6620
1010	6763	6616
1011	6768	6608
1012	6778	6604
1013	6785	6598
1014	6795	6595
1015	6800	6586
1016	6808	6580
1017	6813	6572
1018	6818	6564
1019	6826	6558
1020	6831	6550
1021	6836	6542
1022	6844	6536
1023	6849	6528
1024	6857	6522
1025	6863	6515
1026	6869	6507
1027	6876	6502
1028	6885	6497
1029	6892	6491
1030	6899	6484
1031	6906	6478
1032	6911	6470
1033	6916	6461
1034	6924	6456
1035	6933	6451
1036	6941	6446
1037	6946	6438
1038	6951	6429
1039	6959	6424
1040	6965	6416
1041	6974	6412
1042	6979	6404
1043	6984	6395
1044	6992	6390
1045	6997	6381
1046	7004	6375
1047	7009	6367
1048	7014	6359
1049	7023	6354
1050	7028	6346
1051	7033	6337
1052	7042	6333
1053	7047	6325
1054	7055	6319
1055	7060	6311
1056	7065	6303
1057	7075	6299
1058	7080	6291
1059	7087	6285
1060	7092	6277
1061	7097	6269
1062	7105	6263
1063	7110	6255
1064	7115	6247
1065	7123	6241
1066	7128	6233
1067	7136	6227
1068	7144	6221
1069	7151	6215
1070	7157	6208
1071	7162	6200
1072	7170	6194
1073	7176	6187
1074	7184	6181
1075	7194	6178
1076	7201	6172
1077	7207	6164
1078	7212	6155
1079	7220	6150
1080	7225	6142
1081	7230	6134
1082	7243	6133
1083	7254	6129
1084	7265	6126
1085	7274	6122
1086	7287	6121
1087	7300	6119
1088	7307	6113
1089	7317	6109
1090	7326	6104
1091	7335	6099
1092	7340	6091
1093	7348	6085
1094	7353	6077
1095	7358	6069
1096	7366	6063
1097	7371	6055
1098	7379	6050
1099	7384	6042
1100	7389	6033
1101	7399	6029
1102	7404	6021
1103	7411	6014
1104	7416	6007
1105	7421	5999
1106	7430	5994
1107	7437	5987
1108	7445	5982
1109	7451	5974
1110	7456	5966
1111	7463	5960
1112	7468	5952
1113	7473	5943
1114	7481	5937
1115	7486	5929
1116	7494	5924
1117	7500	5917
1118	7505	5909
1119	7513	5903
1120	7518	5895
1121	7523	5887
1122	7528	5879
1123	7533	5871
1124	7545	5868
1125	7552	5862
1126	7561	5856
1127	7566	5848
1128	7573	5842
1129	7578	5834
1130	7583	5826
1131	7591	5821
1132	7596	5813
1133	7601	5805
1134	7611	5800
1135	7618	5794
1136	7626	5788
1137	7631	5780
1138	7638	5774
1139	7643	5766
1140	7648	5758
1141	7656	5752
1142	7662	5744
1143	7667	5737
1144	7674	5731
1145	7679	5723
1146	7687	5716
1147	7695	5711
1148	7701	5703
1149	7712	5700
1150	7717	5692
1151	7724	5686
1152	7729	5678
1153	7737	5672
1154	7743	5664
1155	7748	5656
1156	7757	5652
1157	7762	5644
1158	7770	5638
1159	7775	5630
1160	7781	5622
1161	7788	5616
1162	7793	5609
1163	7799	5601
1164	7808	5596
1165	7813	5588
1166	7821	5583
1167	7827	5575
1168	7834	5569
1169	7839	5561
1170	7845	5554
1171	7853	5548
1172	7858	5540
1173	7863	5532
1174	7870	5526
1175	7878	5520
1176	7886	5514
1177	7893	5507
1178	7901	5502
1179	7906	5494
1180	7911	5486
1181	7922	5482
1182	7927	5474
1183	7934	5468
1184	7940	5461
1185	7946	5453
1186	7954	5447
1187	7959	5440
1188	7968	5435
1189	7974	5427
1190	7979	5419
1191	7986	5413
1192	7991	5406
1193	7999	5399
1194	8004	5392
1195	8009	5384
1196	8018	5379
1197	8023	5371
1198	8033	5366
1199	8038	5358
1200	8043	5351
1201	8051	5345
1202	8055	5337
1203	8061	5329
1204	8068	5323
1205	8073	5315
1206	8081	5309
1207	8086	5301
1208	8091	5293
1209	8098	5287
1210	8104	5280
1211	8109	5272
1212	8117	5266
1213	8124	5260
1214	8133	5254
1215	8138	5246
1216	8145	5240
1217	8151	5233
1218	8156	5225
1219	8164	5219
1220	8169	5212
1221	8174	5204
1222	8182	5198
1223	8187	5190
1224	8192	5182
1225	8202	5178
1226	8208	5171
1227	8215	5164
1228	8220	5157
1229	8228	5151
1230	8234	5144
1231	8239	5136
1232	8247	5130
1233	8252	5122
1234	8261	5117
1235	8266	5109
1236	8271	5101
1237	8279	5096
1238	8284	5088
1239	8289	5080
1240	8296	5074
1241	8301	5066
1242	8306	5058
1243	8314	5052
1244	8319	5045
1245	8327	5039
1246	8332	5031
1247	8337	5024
1248	8347	5019
1249	8352	5011
1250	8360	5005
1251	8365	4997
1252	8370	4990
1253	8378	4984
1254	8387	4978
1255	8395	4973
1256	8400	4965
1257	8407	4959
1258	8413	4951
1259	8418	4944
1260	8425	4937
1261	8430	4930
1262	8435	4922
1263	8445	4917
1264	8450	4909
1265	8458	4903
1266	8463	4896
1267	8468	4888
1268	8476	4882
1269	8481	4875
1270	8486	4867
1271	8494	4861
1272	8499	4853
1273	8506	4847
1274	8512	4840
1275	8517	4832
1276	8524	4826
1277	8529	4818
1278	8540	4814
1279	8546	4807
1280	8551	4799
1281	8559	4793
1282	8564	4786
1283	8569	4778
1284	8576	4772
1285	8581	4764
1286	8588	4758
1287	8594	4750
1288	8599	4743
1289	8606	4737
1290	8613	4730
1291	8621	4724
1292	8626	4716
1293	8631	4709
1294	8639	4703
1295	8644	4695
1296	8649	4688
1297	8659	4683
1298	8664	4675
1299	8672	4669
1300	8677	4661
1301	8681	4654
1302	8690	4648
1303	8695	4641
1304	8703	4635
1305	8710	4628
1306	8714	4620
1307	8722	4614
1308	8727	4607
1309	8732	4599
1310	8740	4593
1311	8744	4585
1312	8753	4580
1313	8759	4572
1314	8765	4565
1315	8772	4559
1316	8777	4552
1317	8784	4545
1318	8789	4538
1319	8802	4534
1320	8808	4527
1321	8813	4520
1322	8821	4513
1323	8826	4506
1324	8833	4500
1325	8838	4492
1326	8844	4485
1327	8851	4479
1328	8858	4472
1329	8863	4464
1330	8874	4460
1331	8879	4453
1332	8887	4447
1333	8893	4439
1334	8900	4433
1335	8905	4426
1336	8910	4418
1337	8918	4412
1338	8924	4405
1339	8931	4399
1340	8940	4393
1341	8948	4387
1342	8953	4380
1343	8958	4372
1344	8967	4367
1345	8972	4359
1346	8977	4352
1347	8985	4346
1348	8990	4338
1349	8997	4332
1350	9002	4324
1351	9008	4317
1352	9016	4311
1353	9021	4304
1354	9030	4298
1355	9035	4291
1356	9040	4283
1357	9048	4277
1358	9053	4270
1359	9058	4262
1360	9066	4256
1361	9072	4249
1362	9080	4243
1363	9086	4236
1364	9091	4229
1365	9099	4223
1366	9104	4215
1367	9109	4208
1368	9117	4202
1369	9122	4194
1370	9129	4188
1371	9135	4181
1372	9139	4173
1373	9147	4167
1374	9152	4160
1375	9157	4152
1376	9166	4147
1377	9171	4139
1378	9178	4133
1379	9184	4126
1380	9188	4118
1381	9204	4116
1382	9214	4110
1383	9219	4103
1384	9224	4095
1385	9231	4089
1386	9236	4082
1387	9244	4076
1388	9250	4068
1389	9256	4062
1390	9263	4055
1391	9269	4048
1392	9277	4042
1393	9282	4035
1394	9287	4027
1395	9296	4022
1396	9301	4014
1397	9309	4008
1398	9314	4001
1399	9319	3993
1400	9327	3987
1401	9334	3981
1402	9343	3975
1403	9348	3968
1404	9353	3960
1405	9360	3954
1406	9366	3947
1407	9371	3940
1408	9379	3934
1409	9384	3926
1410	9392	3920
1411	9398	3913
1412	9403	3906
1413	9418	3903
1414	9431	3899
1415	9446	3895
1416	9456	3890
1417	9463	3884
1418	9474	3879
1419	9482	3873
1420	9493	3868
1421	9499	3861
1422	9506	3854
1423	9511	3847
1424	9517	3840
1425	9527	3835
1426	9532	3827
1427	9540	3821
1428	9545	3814
1429	9550	3806
1430	9558	3800
1431	9563	3793
1432	9568	3785
1433	9575	3779
1434	9580	3772
1435	9592	3767
1436	9600	3761
1437	9609	3755
1438	9614	3748
1439	9622	3741
1440	9627	3734
1441	9632	3727
1442	9639	3720
1443	9644	3713
1444	9649	3706
1445	9657	3700
1446	9662	3692
1447	9670	3686
1448	9676	3679
1449	9681	3672
1450	9688	3665
1451	9694	3658
1452	9699	3651
1453	9708	3645
1454	9717	3639
1455	9722	3632
1456	9726	3625
1457	9734	3618
1458	9739	3611
1459	9744	3604
1460	9752	3597
1461	9759	3591
1462	9766	3584
1463	9771	3577
1464	9776	3570
1465	9784	3563
1466	9789	3556
1467	9797	3550
1468	9802	3543
1469	9807	3536
1470	9815	3529
1471	9821	3522
1472	9825	3515
1473	9834	3509
1474	9839	3502
1475	9846	3495
1476	9851	3488
1477	9856	3481
1478	9866	3475
1479	9871	3468
1480	9880	3462
1481	9885	3455
1482	9890	3448
1483	9898	3441
1484	9904	3434
1485	9911	3428
1486	9915	3420
1487	9921	3413
1488	9929	3407
1489	9935	3400
1490	9940	3393
1491	9948	3387
1492	9953	3379
1493	9960	3373
1494	9965	3366
1495	9973	3360
1496	9983	3354
1497	9993	3348
1498	10001	3342
1499	10010	3336
1500	10018	3330
1501	10023	3323
1502	10032	3317
1503	10037	3310
1504	10045	3303
1505	10050	3296
1506	10055	3289
1507	10063	3283
1508	10068	3276
1509	10075	3269
1510	10080	3262
1511	10085	3255
1512	10094	3249
1513	10099	3242
1514	10104	3234
1515	10113	3228
1516	10119	3222
1517	10129	3216
1518	10134	3209
1519	10142	3202
1520	10147	3195
1521	10153	3188
1522	10160	3182
1523	10165	3175
1524	10173	3168
1525	10178	3161
1526	10183	3154
1527	10191	3148
1528	10196	3140
1529	10206	3135
1530	10211	3128
1531	10216	3120
1532	10224	3114
1533	10229	3107
1534	10234	3100
1535	10243	3094
1536	10249	3087
1537	10256	3080
1538	10262	3074
1539	10267	3067
1540	10275	3060
1541	10280	3053
1542	10285	3046
1543	10292	3039
1544	10297	3032
1545	10304	3026
1546	10310	3019
1547	10314	3011
1548	10322	3005
1549	10326	2998
1550	10330	2990
1551	10338	2984
1552	10343	2977
1553	10347	2969
1554	10356	2963
1555	10361	2956
1556	10371	2950
1557	10376	2943
1558	10381	2936
1559	10389	2930
1560	10394	2923
1561	10401	2916
1562	10406	2909
1563	10412	2902
1564	10423	2897
1565	10430	2890
1566	10437	2884
1567	10443	2877
1568	10448	2870
1569	10457	2864
1570	10463	2857
1571	10471	2851
1572	10476	2843
1573	10483	2837
1574	10489	2830
1575	10494	2823
1576	10500	2816
1577	10509	2810
1578	10514	2803
1579	10521	2796
1580	10526	2789
1581	10535	2783
1582	10540	2776
1583	10545	2769
1584	10553	2763
1585	10558	2756
1586	10566	2749
1587	10573	2743
1588	10578	2736
1589	10585	2729
1590	10590	2722
1591	10596	2715
1592	10603	2709
1593	10607	2701
1594	10615	2695
1595	10620	2688
1596	10625	2681
1597	10633	2675
1598	10638	2668
1599	10644	2661
1600	10651	2654
1601	10657	2647
1602	10666	2641
1603	10672	2634
1604	10676	2627
1605	10684	2621
1606	10689	2614
1607	10696	2607
1608	10703	2601
1609	10709	2594
1610	10718	2588
1611	10724	2581
1612	10732	2574
1613	10737	2567
1614	10742	2560
1615	10750	2554
1616	10755	2547
1617	10767	2542
1618	10772	2535
1619	10782	2529
1620	10787	2522
1621	10792	2515
1622	10799	2508
1623	10804	2501
1624	10812	2495
1625	10816	2488
1626	10821	2480
1627	10830	2474
1628	10835	2467
1629	10840	2460
1630	10847	2454
1631	10852	2447
1632	10862	2441
1633	10867	2434
1634	10877	2428
1635	10884	2421
1636	10893	2415
1637	10902	2409
1638	10912	2403
1639	10918	2396
1640	10926	2390
1641	10933	2383
1642	10940	2377
1643	10949	2371
1644	10954	2364
1645	10962	2357
1646	10970	2351
1647	10979	2345
1648	10986	2338
1649	10997	2332
1650	11004	2326
1651	11015	2320
1652	11024	2314
1653	11032	2307
1654	11041	2301
1655	11048	2295
1656	11055	2288
1657	11062	2281
1658	11072	2275
1659	11079	2269
1660	11089	2263
1661	11097	2256
1662	11106	2250
1663	11113	2244
1664	11123	2238
1665	11131	2231
1666	11140	2225
1667	11147	2218
1668	11157	2212
1669	11168	2206
1670	11177	2200
1671	11186	2194
1672	11193	2187
1673	11200	2181
1674	11212	2175
1675	11222	2169
1676	11229	2162
1677	11237	2156
1678	11244	2149
