iter	PRAUC	Logloss
882	0.999532869	0.05444817356
883	0.9995327216	0.05442619075
884	0.9995336067	0.05435865121
885	0.9995370325	0.05429422917
886	0.9995371531	0.05425652246
887	0.9995378727	0.05422165466
888	0.9995374563	0.05418937454
889	0.9995379871	0.0541594551
890	0.9995390549	0.05412224939
891	0.9995423862	0.0540270846
892	0.9995459038	0.05396855514
893	0.9995443222	0.05390883672
894	0.9995444435	0.05382365365
895	0.9995455087	0.05374665012
896	0.999547968	0.05367284719
897	0.9995482617	0.05359294231
898	0.9995508777	0.0534874131
899	0.999551297	0.05347305234
900	0.9995525372	0.05340428875
901	0.9995519116	0.05337142639
902	0.9995531396	0.05323321017
903	0.9995553195	0.05319846447
904	0.999556647	0.05312366102
905	0.9995582469	0.05302896366
906	0.9995591862	0.05293929468
907	0.9995599098	0.05283786133
908	0.9995663289	0.05262604138
909	0.9995675904	0.05256271428
910	0.9995674822	0.05254659887
911	0.9995691133	0.0524464531
912	0.9995717825	0.05235310019
913	0.9995737014	0.05226056333
914	0.9995752671	0.05217219459
915	0.9995774767	0.05206571254
916	0.9995825309	0.05201494177
917	0.99958794	0.05190734994
918	0.9995892384	0.05184890929
919	0.9995888119	0.05173982053
920	0.9995933756	0.05169242031
921	0.9995935561	0.05162656665
922	0.9995938568	0.05159969338
923	0.9996017973	0.05155301712
924	0.9996021619	0.05149824919
925	0.999602386	0.05143115735
926	0.9996031103	0.05134890753
927	0.9996029563	0.05128012124
928	0.9996042343	0.05126751389
929	0.9996049247	0.0512060125
930	0.999608651	0.05115884189
931	0.9996108429	0.05105252849
932	0.9996127176	0.05094439964
933	0.9996151475	0.05088012291
934	0.9996153428	0.05084309907
935	0.9996158915	0.05069071156
936	0.9996164513	0.05067874017
937	0.9996186512	0.05061742428
938	0.9996168479	0.05051670663
939	0.9996198749	0.05046009148
940	0.9996237541	0.05042095143
941	0.9996264595	0.05033766655
942	0.999627237	0.05031010825
943	0.9996281628	0.05025258507
944	0.9996325608	0.05017019462
945	0.9996299856	0.05004110279
946	0.999633011	0.04998587907
947	0.9996344617	0.04987512471
948	0.9996346008	0.04979693601
949	0.9996381765	0.04972965035
950	0.9996366863	0.04960288498
951	0.9996406056	0.04956442224
952	0.999645881	0.04950522024
953	0.9996498746	0.04947460713
954	0.9996527247	0.04938790738
955	0.9996541057	0.04933578181
956	0.999656337	0.04928462265
957	0.9996581112	0.04921236748
958	0.999663235	0.0491370879
959	0.9996632803	0.04903967678
960	0.9996664074	0.04897674047
961	0.9996705498	0.04891826258
962	0.9996710221	0.04886925211
963	0.999671253	0.0488062904
964	0.9996712014	0.04874805201
965	0.9996749534	0.04866379924
966	0.9996778017	0.04862262965
967	0.9996797898	0.04853153434
968	0.9996809786	0.04850685653
969	0.9996834443	0.04841890928
970	0.9996889242	0.04823280369
971	0.9996906221	0.04818363515
972	0.9996903187	0.04810652515
973	0.9996916326	0.04806024305
974	0.9996931003	0.04803293827
975	0.9996968498	0.04795229984
976	0.9996990356	0.04787221828
977	0.9996970475	0.04779610123
978	0.999698173	0.04775349928
979	0.9997010517	0.04772232738
980	0.9997019544	0.04767219369
981	0.9996979666	0.04763521287
982	0.9997011263	0.04759367256
983	0.9997032862	0.04755500451
984	0.9997044576	0.04751592682
985	0.9997052094	0.04746451457
986	0.9997107097	0.04738731786
987	0.9997101461	0.04733124404
988	0.9997128817	0.04726196926
989	0.9997140284	0.04719940396
990	0.9997160523	0.04713914661
991	0.9997192421	0.04706449581
992	0.9997223097	0.04702537624
993	0.9997258557	0.04694286066
994	0.9997253684	0.04683784687
995	0.9997282999	0.04673105777
996	0.9997290585	0.04668033333
997	0.9997312849	0.04663354178
998	0.9997339054	0.04654698934
999	0.9997347318	0.04649171746
1000	0.9997397043	0.04638141469
1001	0.9997390696	0.04632291505
1002	0.9997445468	0.04628328322
1003	0.999747514	0.04623544494
1004	0.9997492275	0.04619741014
1005	0.999750479	0.0461387155
1006	0.9997508946	0.04610251323
1007	0.9997542673	0.04599529975
1008	0.9997544908	0.04594405456
1009	0.9997573682	0.04578581015
1010	0.9997607019	0.04570847215
1011	0.9997603793	0.04565320308
1012	0.9997625754	0.04562393808
1013	0.9997622001	0.04559365828
1014	0.9997651071	0.04552355616
1015	0.9997680553	0.04544583222
1016	0.9997691596	0.0454185748
1017	0.9997686709	0.04534129859
1018	0.9997725204	0.04526702989
1019	0.9997720199	0.04521096744
1020	0.9997764406	0.04516759926
1021	0.9997768114	0.04512093359
1022	0.9997772331	0.04507037131
1023	0.9997776142	0.04504210239
1024	0.9997759629	0.04499668362
1025	0.9997799298	0.04488752028
1026	0.9997788375	0.04481010736
1027	0.9997804751	0.04474616368
1028	0.9997847618	0.04470561574
1029	0.999785512	0.04467006152
1030	0.9997867698	0.04459240495
1031	0.9997879367	0.04451295261
1032	0.9997888029	0.0444680589
1033	0.9997899572	0.04444568053
1034	0.9997897491	0.04437221257
1035	0.9997901959	0.04434369095
1036	0.9997918494	0.04429448793
1037	0.999791429	0.04424304106
1038	0.9997934025	0.04419722459
1039	0.9997928091	0.04417431997
1040	0.9997924671	0.04414629443
1041	0.9997919046	0.04412561065
1042	0.9997953775	0.04407201097
1043	0.9997958737	0.04404655715
1044	0.9997964094	0.04399757417
1045	0.9997964499	0.04389676394
1046	0.9997978438	0.0438491975
1047	0.9997983682	0.04382309509
1048	0.9998018915	0.04372902248
1049	0.9998031464	0.04365066558
1050	0.9998026457	0.04361149503
1051	0.9998026457	0.04358528525
1052	0.9998029324	0.04347714549
1053	0.9998025817	0.04337622551
1054	0.9998049826	0.04332319091
1055	0.9998069447	0.04327387805
1056	0.9998097238	0.04320968516
1057	0.9998121312	0.04316038389
1058	0.9998132424	0.04311390075
1059	0.9998130585	0.04307756474
1060	0.9998132977	0.04303193853
1061	0.9998139169	0.04293830483
1062	0.9998161403	0.04284514782
1063	0.9998164011	0.04280312807
1064	0.9998164497	0.04277101734
1065	0.999820263	0.04271995025
1066	0.9998196315	0.04267197381
1067	0.9998222545	0.04263786762
1068	0.9998228665	0.04258018502
1069	0.9998248584	0.04253166797
1070	0.9998256142	0.04247985635
1071	0.9998255332	0.04243713713
1072	0.9998268929	0.0423472939
1073	0.9998282872	0.0423007676
1074	0.9998312614	0.04227790812
1075	0.9998302791	0.04224552593
1076	0.9998302568	0.04220667388
1077	0.9998306798	0.04214521115
1078	0.9998305092	0.04209955649
1079	0.9998329198	0.04204184768
1080	0.9998327337	0.04199307068
1081	0.9998322889	0.041981503
1082	0.9998331157	0.04194900262
1083	0.9998346467	0.0419318423
1084	0.999835872	0.04187298298
1085	0.9998367813	0.04181229836
1086	0.9998399571	0.04172893918
1087	0.9998407804	0.04168954438
1088	0.9998407591	0.04166211774
1089	0.99984089	0.0416246487
1090	0.9998412571	0.0415842285
1091	0.9998427132	0.0415624113
1092	0.9998438088	0.04149809544
1093	0.9998450066	0.04145873555
1094	0.9998465466	0.04139076011
1095	0.99984982	0.04134074516
1096	0.9998498013	0.04132843974
1097	0.9998491696	0.04131767307
1098	0.9998491994	0.0412937576
1099	0.9998493353	0.04128215614
1100	0.9998508235	0.04124340361
1101	0.9998521966	0.0412271076
1102	0.999852545	0.04112206141
1103	0.9998533839	0.04109899021
1104	0.9998538646	0.04107961464
1105	0.9998549996	0.04105778888
1106	0.9998540192	0.04096193491
1107	0.9998551964	0.04084189254
1108	0.9998559484	0.04078279127
1109	0.9998564281	0.04068599348
1110	0.9998594035	0.04062725224
1111	0.9998600978	0.04058956302
1112	0.9998602643	0.04057848518
1113	0.9998607214	0.0405683876
1114	0.9998616362	0.04052702272
1115	0.9998621582	0.04045347399
1116	0.9998623062	0.0403319031
1117	0.999860857	0.04026694784
1118	0.9998612649	0.0402264587
1119	0.9998619175	0.04018506474
1120	0.9998622117	0.0401145555
1121	0.9998647064	0.04009316006
1122	0.999864967	0.04005198814
1123	0.9998659783	0.03998829375
1124	0.999866609	0.0399194508
1125	0.9998669792	0.03990631288
1126	0.9998672076	0.03986834451
1127	0.9998675668	0.03985505107
1128	0.9998686155	0.03983544117
1129	0.9998693925	0.03980312985
1130	0.9998708129	0.03978467899
1131	0.9998714251	0.03976729492
1132	0.9998728097	0.03975089863
1133	0.99987378	0.03973541783
1134	0.9998731628	0.03963007615
1135	0.9998751308	0.03961541318
1136	0.9998760978	0.03959418299
1137	0.9998772881	0.03958540852
1138	0.9998786412	0.03957699488
1139	0.999879587	0.03955756149
1140	0.9998792488	0.03953926456
1141	0.9998800473	0.03952201662
1142	0.9998808012	0.0395097535
1143	0.9998814181	0.03949400662
1144	0.9998819865	0.03948655374
1145	0.9998821804	0.03947958148
1146	0.9998833093	0.03946499082
1147	0.9998831154	0.03945461203
1148	0.9998843122	0.03943893118
1149	0.9998844543	0.03942940992
1150	0.9998850259	0.03942293825
1151	0.9998852211	0.03941356232
1152	0.9998856341	0.03940329212
1153	0.9998854282	0.03939452673
1154	0.9998875997	0.03929173641
1155	0.9998883854	0.03928028237
1156	0.9998891265	0.03926289028
1157	0.9998895706	0.03924964429
1158	0.9998906823	0.03919642356
1159	0.9998914489	0.03913968552
1160	0.9998916752	0.03912743692
1161	0.9998934498	0.03903094648
1162	0.9998932241	0.03896242334
1163	0.9998932241	0.03895708787
1164	0.999893405	0.03890283101
1165	0.9998939539	0.03885565153
1166	0.999893809	0.03880979861
1167	0.9998960467	0.03876722619
1168	0.9998972106	0.03870554504
1169	0.9998979612	0.03864572063
1170	0.9998978014	0.03858365833
1171	0.9998966198	0.03854194867
1172	0.9998981654	0.03848432183
1173	0.9998981654	0.03844718946
1174	0.9998986959	0.03839888906
1175	0.9999004183	0.03834382579
1176	0.9999007964	0.03830961647
1177	0.9999007011	0.0382804037
1178	0.9999012485	0.03823351525
1179	0.9999015707	0.03822259631
1180	0.9999021743	0.03814691279
1181	0.9999033205	0.03810272299
1182	0.9999039389	0.03805851025
1183	0.9999065279	0.03802620175
1184	0.9999070023	0.03799746537
1185	0.9999079955	0.03796851762
1186	0.9999064352	0.03792634342
1187	0.9999066396	0.03789977824
1188	0.9999066514	0.0378751726
1189	0.9999084762	0.03782634609
1190	0.9999082522	0.03780160478
1191	0.9999113527	0.03777145326
1192	0.9999121277	0.03772277866
1193	0.9999115298	0.03769829778
1194	0.9999121329	0.03765292423
1195	0.9999125586	0.03763186465
1196	0.9999149182	0.0375925346
1197	0.9999154609	0.03754488693
1198	0.9999163076	0.0375058418
1199	0.9999166568	0.03744943084
1200	0.9999176679	0.03733767825
1201	0.9999187006	0.03729979772
1202	0.9999187006	0.0372718514
1203	0.9999186757	0.03723707256
1204	0.9999184529	0.03720380897
1205	0.9999213207	0.03715067047
1206	0.9999220783	0.03712445395
1207	0.9999214583	0.03708822104
1208	0.9999216426	0.03703507291
1209	0.9999214598	0.03700794965
1210	0.9999222069	0.03698315738
1211	0.9999233868	0.03691538658
1212	0.9999241784	0.03688964075
1213	0.9999225897	0.03684027236
1214	0.9999229354	0.03681685561
1215	0.9999225741	0.03680794126
1216	0.9999227721	0.03679944977
1217	0.9999227868	0.0367913526
1218	0.9999227868	0.03675912789
1219	0.99992276	0.03675139126
1220	0.9999221575	0.03674399948
1221	0.9999219647	0.03673693033
1222	0.9999221933	0.03673016336
1223	0.9999218058	0.03672367972
1224	0.9999218212	0.03671746204
1225	0.9999220175	0.03671149428
1226	0.9999218252	0.03670688746
1227	0.9999214136	0.03670124939
1228	0.9999210205	0.03669582893
1229	0.9999218737	0.03666361008
1230	0.9999214615	0.0366583902
1231	0.9999214615	0.03665336428
1232	0.9999218722	0.03662599597
1233	0.9999218707	0.03659309275
1234	0.9999224696	0.03653941352
1235	0.9999218225	0.03652519993
1236	0.9999220084	0.0364662791
1237	0.9999222032	0.03644003583
1238	0.9999230026	0.03639912363
1239	0.9999252148	0.03633774474
1240	0.9999255753	0.03631426473
1241	0.9999265868	0.03627093204
1242	0.9999265868	0.03626610755
1243	0.9999260145	0.0362614577
1244	0.9999250486	0.03625697296
1245	0.9999248321	0.03625264449
1246	0.9999248321	0.03622269618
1247	0.9999246517	0.03621851092
1248	0.9999244686	0.0362144666
1249	0.9999244875	0.03621055603
1250	0.9999242895	0.03620677251
1251	0.9999236424	0.0361934258
1252	0.9999242952	0.03614888948
1253	0.9999254829	0.03610752748
1254	0.9999260597	0.03603781677
1255	0.9999260455	0.03602064501
1256	0.9999256205	0.03597398094
1257	0.9999260496	0.03591335467
1258	0.9999264593	0.03588807676
1259	0.9999262472	0.03585372851
1260	0.9999264593	0.03582997005
1261	0.9999266583	0.03575858038
1262	0.9999266246	0.03574903178
1263	0.9999256943	0.03570789081
1264	0.9999260932	0.03566005875
1265	0.9999266367	0.03561436159
1266	0.9999283533	0.0355509457
1267	0.9999289372	0.03548295089
1268	0.999929341	0.035444539
1269	0.999929324	0.03541509847
1270	0.9999295069	0.03538782009
1271	0.9999297172	0.03533709289
1272	0.9999298997	0.03531334509
1273	0.9999309013	0.03525985364
1274	0.9999313178	0.03520684755
1275	0.9999320815	0.03518563474
1276	0.999931866	0.03517667216
1277	0.9999320575	0.03515629644
1278	0.9999324515	0.03515173372
1279	0.9999322836	0.03508836755
1280	0.9999347861	0.03505504713
1281	0.9999349969	0.0350284319
1282	0.999935197	0.03502042037
1283	0.9999349969	0.03498990181
1284	0.999935174	0.03496802775
1285	0.999935174	0.03496386381
1286	0.9999353741	0.03495985661
1287	0.9999353741	0.034920316
1288	0.9999355753	0.0348914104
1289	0.9999361703	0.03482784501
1290	0.9999363975	0.03474787739
1291	0.9999361644	0.03469310938
1292	0.9999371486	0.03462695878
1293	0.9999384927	0.03454015688
1294	0.9999384927	0.03450834809
1295	0.9999381236	0.03448553574
1296	0.9999381281	0.03447379461
1297	0.9999385157	0.03443701074
1298	0.9999385157	0.03440362948
1299	0.9999389404	0.03433000444
1300	0.9999399427	0.03427146562
1301	0.9999399351	0.03423213066
1302	0.9999402925	0.03420008889
1303	0.9999402864	0.03412990479
1304	0.9999406991	0.03411521799
1305	0.9999415308	0.03408779981
1306	0.999941541	0.03407668421
1307	0.9999413482	0.03405335585
1308	0.9999421179	0.03400271414
1309	0.9999421179	0.03395208479
1310	0.9999431367	0.03392262633
1311	0.9999441411	0.03389372088
1312	0.9999449084	0.03383740036
1313	0.9999453105	0.03377897702
1314	0.9999458996	0.03372580912
1315	0.9999459199	0.03368829005
1316	0.9999455114	0.03361451606
1317	0.999946529	0.03358758499
1318	0.9999469186	0.03349663006
1319	0.999946527	0.03342938082
1320	0.9999453615	0.03339610879
1321	0.9999453615	0.0333682505
1322	0.9999457494	0.03330939174
1323	0.9999461369	0.03326120602
1324	0.9999467359	0.03321615421
1325	0.9999471102	0.03318266676
1326	0.9999476927	0.03313805686
1327	0.9999476964	0.03310674115
1328	0.9999477058	0.03305468987
1329	0.9999478896	0.03301405848
1330	0.999947689	0.03300248803
1331	0.9999472852	0.03296156008
1332	0.9999480581	0.03294378839
1333	0.9999480537	0.0328790275
1334	0.9999476652	0.03282414859
1335	0.999947653	0.03277356088
1336	0.9999472506	0.03276242222
1337	0.9999470488	0.03275421165
1338	0.9999470488	0.03273508163
1339	0.9999478271	0.0326776483
1340	0.9999478271	0.0326548059
1341	0.9999478271	0.03261936558
1342	0.9999488102	0.03256720962
1343	0.9999497459	0.03250954056
1344	0.9999497459	0.0324816252
1345	0.9999497459	0.03246248756
1346	0.9999493646	0.03242042196
1347	0.9999495563	0.03236362374
1348	0.9999495563	0.03233728468
1349	0.9999499414	0.0323019492
1350	0.9999503429	0.03228150934
1351	0.9999503429	0.03224580252
1352	0.9999507343	0.03221053805
1353	0.9999515233	0.03218196943
1354	0.9999530704	0.03215918103
1355	0.9999532749	0.03214119254
1356	0.9999538579	0.03209959283
1357	0.9999536727	0.03208330678
1358	0.9999534931	0.03205041749
1359	0.9999538635	0.03201978144
1360	0.9999544415	0.03199432092
1361	0.9999546455	0.03196462187
1362	0.9999544487	0.031956952
1363	0.9999542654	0.03194024445
1364	0.9999542654	0.0319161245
1365	0.999954849	0.03188877641
1366	0.9999550463	0.031868422
1367	0.9999548503	0.03184967552
1368	0.9999548503	0.03183059073
1369	0.9999546595	0.03182351888
1370	0.9999548507	0.03181940095
1371	0.9999550467	0.03178632111
1372	0.9999550467	0.03177961789
1373	0.9999550467	0.03177638386
1374	0.9999550386	0.03174538055
1375	0.9999556001	0.0316894745
1376	0.9999556001	0.03168325312
1377	0.9999556001	0.03168024565
1378	0.9999556001	0.03167643613
1379	0.9999554175	0.03162968474
1380	0.9999554175	0.0316238003
1381	0.9999554175	0.03161669466
1382	0.9999542154	0.03155756582
1383	0.9999564126	0.03151052289
1384	0.9999564126	0.03148949611
1385	0.9999564025	0.03145981939
1386	0.9999583433	0.03143952791
1387	0.9999583433	0.03143389783
1388	0.9999579774	0.03142011941
1389	0.9999579774	0.03138971305
1390	0.9999589268	0.03134749062
1391	0.9999583303	0.03129211828
1392	0.9999587441	0.0312149072
1393	0.9999593307	0.03117777865
1394	0.9999591226	0.03113610779
1395	0.9999595129	0.03111885428
1396	0.9999606809	0.03110486899
1397	0.9999590843	0.03106112215
1398	0.9999590677	0.03103051644
1399	0.9999592586	0.03099529235
1400	0.9999601798	0.03094385312
1401	0.9999601798	0.0309022254
1402	0.9999603726	0.03081142914
1403	0.9999607632	0.03077289802
1404	0.9999609528	0.03076265796
1405	0.9999609528	0.03074628234
1406	0.9999615242	0.03070015402
1407	0.9999622871	0.03067007822
1408	0.999962097	0.03064117418
1409	0.999962097	0.03062927111
1410	0.9999621065	0.03059695342
1411	0.9999626618	0.03057365078
1412	0.9999626591	0.03054907075
1413	0.9999626591	0.03051040945
1414	0.9999626591	0.03048776898
1415	0.999963035	0.03040531985
1416	0.9999632204	0.03038093761
1417	0.9999635994	0.03035256869
1418	0.999963786	0.03032367738
1419	0.999963786	0.0302981479
1420	0.9999641766	0.03027042152
1421	0.9999643793	0.03023488721
1422	0.999964756	0.03022253821
1423	0.9999653311	0.03018868625
1424	0.9999653311	0.03016626643
1425	0.9999653311	0.03014970132
1426	0.9999653311	0.03013555227
1427	0.9999657179	0.03008631312
1428	0.9999659198	0.03005895697
1429	0.9999665091	0.03002193231
1430	0.9999668855	0.02998294319
1431	0.9999670749	0.02995704115
1432	0.9999678405	0.02994524219
1433	0.9999678405	0.02992213018
1434	0.9999678405	0.02991531076
1435	0.999968222	0.02989097231
1436	0.999968409	0.02987546165
1437	0.9999687821	0.02984206719
1438	0.9999687821	0.02982060852
1439	0.9999689832	0.02979949964
1440	0.9999695478	0.02978821418
1441	0.9999697484	0.02974897379
1442	0.9999701342	0.02971207391
1443	0.9999703344	0.02969305395
1444	0.9999701443	0.02968654514
1445	0.9999709076	0.02961818543
1446	0.9999709076	0.02959097604
1447	0.9999709107	0.0295617593
1448	0.9999710974	0.02953077003
1449	0.9999714934	0.02949438549
1450	0.9999707182	0.02948402821
1451	0.9999716815	0.02941992839
1452	0.9999714821	0.0293989489
1453	0.9999718537	0.02934625465
1454	0.9999716592	0.02933544899
1455	0.9999718537	0.02931598215
1456	0.9999718537	0.02930721786
1457	0.9999718537	0.02929918767
1458	0.9999720477	0.02928579828
1459	0.9999720477	0.02927822199
1460	0.9999720477	0.02927104609
1461	0.9999719969	0.0292228991
1462	0.9999718131	0.02919382119
1463	0.9999720141	0.02916856282
1464	0.9999725849	0.02912023019
1465	0.9999727731	0.02909552664
1466	0.9999735293	0.02905992788
1467	0.9999735293	0.02903293495
1468	0.9999742713	0.02901322682
1469	0.9999740876	0.02898626892
1470	0.9999744518	0.02892899543
1471	0.999974652	0.02889499321
1472	0.999974652	0.02888892063
1473	0.9999746498	0.02886406352
1474	0.9999746498	0.02883894452
1475	0.9999746498	0.02883314888
1476	0.9999746498	0.02881329924
1477	0.9999746498	0.02880659501
1478	0.9999746498	0.02880022509
1479	0.9999754022	0.02877855761
1480	0.9999754022	0.02877248427
1481	0.9999755966	0.02875957659
1482	0.9999761535	0.02872276893
1483	0.999977097	0.02868642668
1484	0.999977097	0.02867846403
1485	0.9999772808	0.028654365
1486	0.999977653	0.02863163415
1487	0.999977653	0.02862319851
1488	0.999977653	0.02860384429
1489	0.999978409	0.02856063733
1490	0.999978409	0.02854812532
1491	0.9999785954	0.02849728947
1492	0.9999789812	0.02845358721
1493	0.9999791733	0.02843314137
1494	0.9999793571	0.02840851352
1495	0.9999793437	0.02837307181
1496	0.9999793437	0.02836579642
1497	0.9999787419	0.0283027635
1498	0.9999789429	0.02825254809
1499	0.9999789429	0.02824698404
1500	0.9999789429	0.02824167657
1501	0.9999789429	0.02820827554
1502	0.9999789365	0.02819420195
1503	0.9999795077	0.0281520688
1504	0.9999795134	0.02812218474
1505	0.9999795134	0.02809165171
1506	0.9999795134	0.02808379027
1507	0.9999794996	0.02804213006
1508	0.9999793161	0.02800858994
1509	0.9999795003	0.02798644605
1510	0.9999791151	0.02794562581
1511	0.9999791136	0.02792448422
1512	0.9999798496	0.02788550829
1513	0.9999802521	0.02787231378
1514	0.9999804371	0.02784832605
1515	0.9999806216	0.02783076595
1516	0.9999806216	0.02780008008
1517	0.9999808081	0.02778203938
1518	0.999980999	0.02774281437
1519	0.9999809912	0.02771173653
1520	0.9999811739	0.02765354225
1521	0.9999808029	0.02764027331
1522	0.9999808029	0.02761539678
1523	0.999980613	0.02756508915
1524	0.999980613	0.02755283466
1525	0.9999804266	0.02753719562
1526	0.9999804266	0.0275181857
1527	0.9999804266	0.02750588179
1528	0.9999809848	0.02750300248
1529	0.9999809848	0.02748444578
1530	0.9999809848	0.02746111788
1531	0.9999813671	0.02743424789
1532	0.9999819219	0.027389171
1533	0.9999821125	0.02738100565
1534	0.9999821125	0.02733488523
1535	0.9999821125	0.02732281123
1536	0.9999815554	0.02729626817
1537	0.9999815554	0.0272777534
1538	0.9999815554	0.02727235615
1539	0.9999815554	0.02726997456
1540	0.9999819421	0.02725629436
1541	0.9999823131	0.02725356473
1542	0.9999823131	0.02724076529
1543	0.9999823131	0.02723632856
1544	0.9999823131	0.02723370716
1545	0.9999823131	0.02723114454
1546	0.9999823131	0.02721921254
1547	0.9999824981	0.02721672863
1548	0.9999824981	0.02721566183
1549	0.9999824981	0.02719821546
1550	0.9999823131	0.0271981751
1551	0.9999823131	0.02719609061
1552	0.9999824981	0.02718489373
1553	0.9999824981	0.02718484013
1554	0.9999824981	0.02715178136
1555	0.9999824981	0.02714962231
1556	0.9999826827	0.02714684234
1557	0.9999826827	0.02714451817
1558	0.9999828691	0.0271228527
1559	0.999983823	0.02708755759
1560	0.9999841948	0.02707043037
1561	0.9999841948	0.02705440851
1562	0.9999847679	0.02702778984
1563	0.9999853443	0.02700291195
1564	0.9999859071	0.02696140279
1565	0.9999860924	0.02694104228
1566	0.9999855297	0.02690510354
1567	0.9999855297	0.02687996866
1568	0.999986288	0.02685011896
1569	0.9999866621	0.02682822824
1570	0.9999866621	0.02681285753
1571	0.9999868606	0.02679310522
1572	0.9999868606	0.02677485711
1573	0.9999872422	0.02675579433
1574	0.9999870441	0.02672733884
1575	0.9999874111	0.0267045921
1576	0.9999874111	0.02669912117
1577	0.9999870294	0.02665265744
1578	0.9999870294	0.02663554134
1579	0.9999874261	0.02659927018
1580	0.9999878069	0.02657299418
1581	0.9999876092	0.02654443083
1582	0.9999876092	0.02653899841
1583	0.9999880042	0.02652811217
1584	0.9999878203	0.02650548112
1585	0.9999876372	0.02646439615
1586	0.9999878211	0.02644360718
1587	0.9999880061	0.02643294049
1588	0.9999883861	0.02641116232
1589	0.9999883861	0.02640085158
1590	0.9999889434	0.02637811853
1591	0.9999891143	0.02635246395
1592	0.99998893	0.02633163617
1593	0.9999891131	0.02632320933
1594	0.99998931	0.02631557467
1595	0.9999894928	0.02629824656
1596	0.9999894936	0.0262722058
1597	0.9999894802	0.02624928663
1598	0.9999902411	0.02622166681
1599	0.9999902411	0.02620848366
1600	0.9999904371	0.02617235984
1601	0.9999904371	0.026119026
1602	0.9999904371	0.02608273716
1603	0.9999910014	0.02605517492
1604	0.9999910014	0.02604576531
1605	0.9999910014	0.02601962878
1606	0.9999908171	0.02600616733
1607	0.9999906314	0.02597616293
1608	0.9999908171	0.02595580061
1609	0.9999906214	0.02593322958
1610	0.9999910014	0.02591019609
1611	0.9999905985	0.02587695116
1612	0.9999902314	0.025864156
1613	0.9999902314	0.02583051217
1614	0.9999902314	0.02580896241
1615	0.9999902296	0.02578912958
1616	0.9999910025	0.02573952307
1617	0.9999908197	0.02571858789
1618	0.9999906351	0.02571192761
1619	0.9999908183	0.02568207722
1620	0.9999910011	0.02565547377
1621	0.9999908183	0.02564300284
1622	0.9999910011	0.02563804297
1623	0.9999908054	0.025633311
1624	0.9999908054	0.02561703904
1625	0.9999908054	0.02561114791
1626	0.9999911857	0.02557886868
1627	0.99999137	0.02553350495
1628	0.99999137	0.02552642666
1629	0.9999915529	0.02548529734
1630	0.9999915529	0.0254642325
1631	0.9999915529	0.02545616561
1632	0.9999913686	0.02545193512
1633	0.9999913686	0.02543105435
1634	0.9999913686	0.02542776319
1635	0.9999913686	0.02542660408
1636	0.9999913686	0.02542221206
1637	0.9999905834	0.02537762325
1638	0.9999905834	0.02534719126
1639	0.9999905834	0.02534715832
1640	0.9999905834	0.02534685586
1641	0.9999905834	0.02534369627
1642	0.9999905834	0.02534331379
1643	0.9999907684	0.02532608657
1644	0.9999907684	0.02532607827
1645	0.9999907684	0.02532607008
1646	0.9999909653	0.02530057299
1647	0.9999909653	0.02528055231
1648	0.9999909653	0.0252727002
1649	0.9999909653	0.02522813258
1650	0.9999911496	0.02520835486
1651	0.9999913461	0.02517904413
1652	0.9999915301	0.02514634988
1653	0.9999920831	0.02511238732
1654	0.9999920831	0.02510039472
1655	0.9999920831	0.02504760602
1656	0.9999920831	0.02503876897
1657	0.9999920831	0.02503312133
1658	0.9999920831	0.02500053659
1659	0.9999920831	0.02499303503
1660	0.9999920831	0.02497456397
1661	0.9999920831	0.02495404398
1662	0.9999922791	0.02494109855
1663	0.9999922791	0.02492139026
1664	0.9999922791	0.02488014696
1665	0.9999922791	0.0248509115
1666	0.9999926701	0.0248416752
1667	0.9999926701	0.02482982363
1668	0.9999926701	0.02481441333
1669	0.9999926701	0.02479982257
1670	0.9999926701	0.02479183326
1671	0.9999926701	0.02477201333
1672	0.9999926701	0.02475245162
1673	0.9999926701	0.02474508701
1674	0.9999926701	0.02471874818
1675	0.9999926701	0.02470235026
1676	0.9999926701	0.02469898521
1677	0.9999926701	0.02469741244
1678	0.9999926701	0.02469461891
1679	0.9999926701	0.0246936838
1680	0.9999928537	0.0246923152
1681	0.9999928537	0.0246897596
1682	0.9999928537	0.02468851245
1683	0.9999928537	0.02468655683
1684	0.9999928537	0.02468654664
1685	0.9999928537	0.02468504515
1686	0.9999928537	0.02467815922
1687	0.9999928537	0.02465941373
1688	0.9999928537	0.02463600582
1689	0.9999928537	0.02463600103
1690	0.9999928537	0.0246163929
1691	0.9999928537	0.02461334493
1692	0.9999928537	0.02461007527
1693	0.9999928537	0.02460947178
1694	0.9999928537	0.02460910353
1695	0.9999928537	0.02459543347
1696	0.9999928537	0.02459249522
1697	0.9999928537	0.0245885843
1698	0.9999928537	0.02458747755
1699	0.9999928537	0.02457820495
1700	0.9999928537	0.0245755828
1701	0.9999928537	0.02455882158
1702	0.9999928537	0.0245459154
1703	0.9999928537	0.02454590598
1704	0.9999928537	0.02453202586
1705	0.9999928537	0.02453202193
1706	0.9999928537	0.02452998976
1707	0.9999928537	0.02452998798
1708	0.9999928537	0.02451109271
1709	0.9999928537	0.02449143343
1710	0.9999930373	0.02448208934
1711	0.9999930373	0.024469845
1712	0.9999932322	0.02446104322
1713	0.9999935983	0.0244454494
1714	0.9999935983	0.02443210613
1715	0.9999935983	0.02441863817
