iter	PRAUC	Logloss
109	0.9216702901	0.3789513875
110	0.9228668387	0.3768600795
111	0.9235284404	0.3752184465
112	0.9235296515	0.3749497476
113	0.9243887693	0.3733575748
114	0.9244195087	0.3728676247
115	0.9245485374	0.3726490217
116	0.9256108325	0.3712150268
117	0.925755455	0.3709438778
118	0.9259308987	0.3706606742
119	0.9261122512	0.3703645448
120	0.926679934	0.3692794313
121	0.9270609731	0.3680326488
122	0.9274131964	0.3667325357
123	0.9277811608	0.3662470292
124	0.928034012	0.3654730709
125	0.9281794875	0.364864744
126	0.9287501964	0.3637873713
127	0.9288197833	0.3633920698
128	0.9292141982	0.3622978137
129	0.929762305	0.3602290774
130	0.9302992928	0.3586640567
131	0.9304863644	0.3583958686
132	0.9306936719	0.3580300553
133	0.9308085838	0.3572900976
134	0.9308607504	0.357028393
135	0.9309751616	0.3568595089
136	0.93108827	0.3559550558
137	0.9323326318	0.3537612107
138	0.9323909148	0.3536016541
139	0.9325197411	0.3531270596
140	0.9325271496	0.352830474
141	0.932790041	0.3516824091
142	0.9336817459	0.3490787145
143	0.934024652	0.3481799939
144	0.9342236724	0.347414303
145	0.9346782317	0.3461245545
146	0.9346118639	0.3461100716
147	0.9349311598	0.3450718326
148	0.9350936191	0.3442527469
149	0.9354432491	0.3432324618
150	0.9355104945	0.3424154387
151	0.9354913516	0.3421299746
152	0.9360845356	0.3408880438
153	0.9362075	0.3402450973
154	0.9363363549	0.3398209447
155	0.9368730227	0.3382613069
156	0.9372567717	0.3374733782
157	0.9375626912	0.3363690453
158	0.9381379929	0.3344518321
159	0.938313053	0.3333001004
160	0.9387290303	0.3322137025
161	0.9387747383	0.3319979114
162	0.939603514	0.3305318591
163	0.9400441218	0.3297575106
164	0.9402521108	0.3291407253
165	0.9405926661	0.3279275542
166	0.941729999	0.3255630943
167	0.9426820497	0.3226239432
168	0.9429239205	0.3213651312
169	0.9435115347	0.3196795608
170	0.9438919599	0.3178800363
171	0.9444386424	0.3167615528
172	0.9447303056	0.3159015216
173	0.9454393597	0.3141954383
174	0.9460089142	0.3130224867
175	0.946424512	0.3117574781
176	0.9466979659	0.3105748357
177	0.9467790874	0.3102591377
178	0.9468197418	0.310031254
179	0.9473589932	0.3084690665
180	0.9474610611	0.3081520944
181	0.9480200295	0.306793683
182	0.9484132341	0.3054427943
183	0.9485692342	0.3044716627
184	0.9487526831	0.3029242707
185	0.94910077	0.3022869683
186	0.9492645553	0.3019229995
187	0.9496843865	0.3010528715
188	0.9500399724	0.2991743898
189	0.9500944695	0.298238766
190	0.9510414437	0.2963458947
191	0.9514936018	0.2952714038
192	0.9521817806	0.2932236911
193	0.9526163251	0.292243418
194	0.9528509622	0.2914601467
195	0.9531069058	0.2909807383
196	0.9531578222	0.2908134138
197	0.9535010019	0.2894252688
198	0.9541039352	0.2881220645
199	0.9543335977	0.2877464421
200	0.9550822891	0.286478676
201	0.9551166265	0.2855256828
202	0.9554112943	0.2845682443
203	0.9557205168	0.282852018
204	0.9559736605	0.2822613218
205	0.956363196	0.2810038422
206	0.9567643302	0.2793198154
207	0.9569395962	0.2784854319
208	0.9572858993	0.2771201217
209	0.9578976037	0.2750007462
210	0.9579621241	0.2744575051
211	0.9586924153	0.2727338261
212	0.9592893898	0.2708070657
213	0.9595683371	0.2695339673
214	0.9598785676	0.2683192718
215	0.9603852722	0.2670065124
216	0.9608065878	0.2659491029
217	0.9610593366	0.2649842991
218	0.9614994261	0.2634291519
219	0.9620104106	0.2622906725
220	0.9625416919	0.2609519885
221	0.9627765079	0.2603064836
222	0.9631858383	0.2597133049
223	0.9636072585	0.2582985236
224	0.963866767	0.2577754473
225	0.9644678567	0.2560732387
226	0.9647599929	0.2547403055
227	0.9650015492	0.2540110093
228	0.9654599843	0.2526491173
229	0.9657420049	0.2520698534
230	0.965880015	0.2516083349
231	0.9659771001	0.2512931667
232	0.9662947588	0.2507035151
233	0.9666887949	0.24932545
234	0.9669522752	0.2482455626
235	0.967331664	0.2478419768
236	0.9674660087	0.2471068748
237	0.9680274507	0.2451933297
238	0.9682204155	0.2446130717
239	0.9685955256	0.2438500351
240	0.968624723	0.2434760629
241	0.9692997793	0.2423327886
242	0.969312611	0.2419245134
243	0.9696779313	0.2406373228
244	0.9696834422	0.2402904963
245	0.9701047467	0.2386139367
246	0.9704373775	0.2375364777
247	0.9708498744	0.2352714365
248	0.9711680532	0.2339878906
249	0.9714001264	0.2334576764
250	0.9717120702	0.2320972136
251	0.9718588716	0.2317571918
252	0.9721070204	0.2310752325
253	0.9728812055	0.2287275064
254	0.9733304309	0.2274483349
255	0.9734730666	0.2269423904
256	0.9739948598	0.2264489763
257	0.9744377691	0.2250241131
258	0.9749596041	0.2230716062
259	0.9750807026	0.2226780471
260	0.9754850379	0.2207298298
261	0.9756781703	0.2198086737
262	0.9759696354	0.2182388997
263	0.9762105172	0.217421633
264	0.9765721549	0.2159908888
265	0.9766286767	0.2156697176
266	0.9769483301	0.2143225225
267	0.9773873911	0.2128593037
268	0.9775899939	0.21184278
269	0.9776976834	0.2113051333
270	0.978052392	0.2108180879
271	0.978326699	0.2102343009
272	0.9784715363	0.2096858403
273	0.9787823661	0.2085392137
274	0.9788863078	0.2081199906
275	0.9791167197	0.2068498377
276	0.9793370241	0.205788965
277	0.9794934442	0.2050050186
278	0.9796391473	0.2042917702
279	0.9797567893	0.2039190595
280	0.9799753369	0.2032033214
281	0.9803157448	0.2019301653
282	0.9807410123	0.2002561741
283	0.9809523108	0.1994859316
284	0.9812561309	0.1990938066
285	0.981396117	0.1985082383
286	0.9815779309	0.1975821401
287	0.9818443942	0.1964594499
288	0.9821520561	0.195242665
289	0.9823237772	0.1943735739
290	0.9823694733	0.1939826742
291	0.9825188182	0.1933178445
292	0.9826097373	0.192784483
293	0.9827388343	0.1920332802
294	0.9829423087	0.1916870712
295	0.9831651438	0.19070947
296	0.9834705693	0.1890779105
297	0.983739564	0.1879014818
298	0.9838244119	0.1876967136
299	0.9840246578	0.1869702306
300	0.9842443614	0.186102493
301	0.9843695798	0.1856191644
302	0.98450059	0.1850578457
303	0.984585403	0.1846738657
304	0.9846524301	0.184163488
305	0.9847180141	0.1839729772
306	0.9848548413	0.1831902279
307	0.9851156989	0.1824546146
308	0.9852075192	0.1820373995
309	0.9853652374	0.1812328214
310	0.9853901729	0.1810578115
311	0.9854619886	0.1806512516
312	0.985701939	0.1794864629
313	0.9858728037	0.1791924056
314	0.9860020547	0.1787193661
315	0.9861058549	0.1782735611
316	0.9862190767	0.1780133946
317	0.9862942185	0.1777406173
318	0.9866199036	0.1762843848
319	0.986701809	0.1758064742
320	0.9867844336	0.17519371
321	0.9869227078	0.1744978885
322	0.9870196683	0.1741063371
323	0.987113308	0.1734585667
324	0.9872199053	0.1728535285
325	0.9873232401	0.1721096255
326	0.9875532442	0.1708188641
327	0.9877012605	0.1702542519
328	0.9878934317	0.1691012797
329	0.9879803492	0.1683680065
330	0.9880427252	0.1679716077
331	0.988136915	0.1674579716
332	0.9883690802	0.1662516421
333	0.9884325108	0.1656835901
334	0.9886533383	0.1645732131
335	0.9887974298	0.1636593088
336	0.9888777836	0.1630160191
337	0.9889946539	0.1625901766
338	0.9891349946	0.161738504
339	0.9893865666	0.1611785192
340	0.9894973547	0.1607942714
341	0.9895392873	0.1604649622
342	0.9896023089	0.1601567926
343	0.9896931234	0.1599049812
344	0.9898135983	0.1592251684
345	0.9898659937	0.158652872
346	0.9899306145	0.158312656
347	0.9901256224	0.1578229287
348	0.9902188682	0.1572639314
349	0.9902944855	0.1570379001
350	0.9903851711	0.1563142093
351	0.9904665702	0.1558967681
352	0.9905572935	0.1552283901
353	0.9906204637	0.155002322
354	0.9906552885	0.1548140556
355	0.9906804998	0.154653216
356	0.9907749425	0.1538735558
357	0.9908073464	0.1537202705
358	0.99097767	0.1527405209
359	0.9910477702	0.1524018991
360	0.9911490011	0.1515736461
361	0.9912282452	0.1509305154
362	0.9913181271	0.1504492446
363	0.9914352267	0.1501761711
364	0.9914875259	0.1496696772
365	0.9915342811	0.1493148582
366	0.9916079037	0.1490970126
367	0.9916404197	0.1486760459
368	0.9916841675	0.1483530402
369	0.9917236197	0.1479892399
370	0.9917916812	0.1474231075
371	0.9918449007	0.1468922
372	0.9919214618	0.1466405877
373	0.9919355242	0.1462511687
374	0.9919866062	0.1457007187
375	0.9919920023	0.1455740282
376	0.9920260664	0.1453387267
377	0.9921030287	0.1449883084
378	0.9921565406	0.1447454671
379	0.9922030669	0.1445321879
380	0.9922850642	0.1440188661
381	0.9923563898	0.1436522824
382	0.9923585935	0.1434738339
383	0.9924089103	0.143181784
384	0.9924806544	0.142696331
385	0.992549733	0.1422984536
386	0.9926219821	0.1419382409
387	0.9926512089	0.1416605978
388	0.9927237535	0.1411798744
389	0.9927571059	0.1409862065
390	0.9927790289	0.1407533061
391	0.9928228601	0.1403178513
392	0.9929809663	0.1394663114
393	0.9930060869	0.1392082431
394	0.993137387	0.1384107431
395	0.9932014315	0.1379116443
396	0.9932902625	0.1371958492
397	0.9933550487	0.1363360052
398	0.9934345184	0.1356821493
399	0.9934556426	0.1352185607
400	0.9935055577	0.1349716767
401	0.9935535577	0.1346631725
402	0.9936158833	0.134157027
403	0.9936293386	0.134027738
404	0.9936200819	0.1339235769
405	0.9937091968	0.1334450387
406	0.9937438325	0.1331040733
407	0.9937861447	0.1327883236
408	0.99384065	0.1324003886
409	0.9938621588	0.1321689002
410	0.9939313005	0.1315184671
411	0.9939796065	0.1312832221
412	0.9939824531	0.131119799
413	0.9939851422	0.1309945681
414	0.9940659194	0.1306605705
415	0.9941127093	0.130259365
416	0.9941348878	0.1300010764
417	0.9941562986	0.1298288349
418	0.9942091509	0.1293261799
419	0.9942387556	0.1290244457
420	0.9942953662	0.1284588852
421	0.9943237846	0.1282046272
422	0.9943664021	0.1278265167
423	0.9944167671	0.1273264357
424	0.994411577	0.1272221538
425	0.9944647492	0.1270197943
426	0.9944839117	0.1267704069
427	0.9945629752	0.1265647827
428	0.9945855643	0.1264321228
429	0.9946770491	0.1258605829
430	0.9947268699	0.1256384386
431	0.9947845167	0.1252616827
432	0.9948367067	0.1247745627
433	0.9948565306	0.1245504738
434	0.9948480985	0.1244608938
435	0.9948628648	0.1241996155
436	0.9948834125	0.1237850034
437	0.9948994782	0.1236299951
438	0.9949311234	0.1233636118
439	0.9950005334	0.1226592445
440	0.9950322537	0.1223677263
441	0.9950706913	0.1220582198
442	0.9951303982	0.1216961431
443	0.9951169943	0.1216046154
444	0.9951424797	0.1214400969
445	0.9951747934	0.1212225133
446	0.9952054066	0.1210423528
447	0.9952244891	0.120757239
448	0.9952697718	0.1205862696
449	0.9952958774	0.1202957551
450	0.9953201905	0.1200617226
451	0.9953695554	0.1194347763
452	0.9953700377	0.1193540966
453	0.9954074094	0.1190210284
454	0.9954229314	0.1188584168
455	0.9954442643	0.1185122326
456	0.9954927079	0.1179710901
457	0.9955416961	0.1176568997
458	0.9955669489	0.117332421
459	0.995614775	0.1170581641
460	0.9956784255	0.1165226327
461	0.995707789	0.1161153149
462	0.99572064	0.1159769476
463	0.9957144715	0.1159026748
464	0.9957438327	0.1157755055
465	0.9957709965	0.1154839982
466	0.9957785999	0.115241306
467	0.9958027283	0.1150813993
468	0.9958170623	0.1149668945
469	0.9958466086	0.1147100806
470	0.9959061278	0.1142151356
471	0.9959493207	0.1139027166
472	0.9959704923	0.1136632141
473	0.9960052178	0.1133430347
474	0.996054062	0.1128761637
475	0.9961223968	0.1124425472
476	0.9961212324	0.112218426
477	0.9961261161	0.1120297226
478	0.9961488029	0.1117812386
479	0.9961788713	0.1114617359
480	0.9961949109	0.111221966
481	0.9962179176	0.1108566113
482	0.9962270361	0.1105846844
483	0.9962552065	0.1102840549
484	0.9962763081	0.1099434272
485	0.9963155848	0.109572481
486	0.9963207625	0.1094147328
487	0.9963358178	0.1091943766
488	0.9963601414	0.1087561477
489	0.9963733773	0.1086240967
490	0.9963608207	0.1085004153
491	0.9964085171	0.1081036474
492	0.9964231449	0.107871563
493	0.9964304277	0.1076343512
494	0.9964558823	0.1072814318
495	0.9964684007	0.107176511
496	0.9964921406	0.1069472465
497	0.9965088733	0.1068315605
498	0.9965455794	0.1065240079
499	0.9965745093	0.1063179624
500	0.9965934466	0.106037296
501	0.9965999688	0.1058690428
502	0.9966124592	0.1056650035
503	0.9966353244	0.1053593552
504	0.9966777908	0.1050872823
505	0.9967464292	0.1044745145
506	0.9967647786	0.1041825065
507	0.9968059307	0.1038100934
508	0.9968232691	0.1035301564
509	0.9968164947	0.1034648664
510	0.9968484575	0.1031709904
511	0.996876169	0.1030585048
512	0.9969087532	0.1026293573
513	0.9969134354	0.1024783969
514	0.9969259527	0.1022569985
515	0.9969453835	0.1021276387
516	0.9969559923	0.101908336
517	0.9969820848	0.1016877885
518	0.9969854839	0.1014185855
519	0.9970035104	0.1012556136
520	0.9970123922	0.1009684163
521	0.9970180586	0.1008622951
522	0.9970375345	0.1005502511
523	0.9970418583	0.1003609536
524	0.9970689735	0.1001144166
525	0.9971052589	0.09985736535
526	0.9971313911	0.09950482144
527	0.997141835	0.099275395
528	0.9971456167	0.09909347705
529	0.9971605268	0.09884217428
530	0.9971598307	0.0987897853
531	0.9971744218	0.09866864047
532	0.9971918662	0.09827676709
533	0.9972090947	0.09815313136
534	0.9972153994	0.09789431069
535	0.9972328153	0.09763099598
536	0.9972210811	0.09752027898
537	0.9972507194	0.09728984822
538	0.9972842512	0.09687032966
539	0.9973160882	0.09671790202
540	0.9973127631	0.09661775538
541	0.9973289761	0.09636336568
542	0.9973274731	0.09623957183
543	0.9973404548	0.09615099916
544	0.9973531594	0.09588726776
545	0.9973672018	0.09574969244
546	0.9973624607	0.09563456417
547	0.9973866565	0.09550133781
548	0.9974023517	0.09519061803
549	0.9974047819	0.09505480825
550	0.9974203613	0.09491345028
551	0.9974662393	0.0944194619
552	0.9974782438	0.09421902744
553	0.9974941502	0.09393410882
554	0.9974969839	0.09382564734
555	0.9975297131	0.09337234205
556	0.9975329598	0.0932099233
557	0.997537908	0.09303939482
558	0.9975557277	0.09293103391
559	0.9975763973	0.09265904569
560	0.9975966474	0.09247465557
561	0.9975983013	0.0923222208
562	0.9976115574	0.09204660319
563	0.9976137095	0.09193841967
564	0.9976259715	0.09170249307
565	0.9976214915	0.09154574982
566	0.9976523797	0.09123174025
567	0.9976645738	0.09101281094
568	0.9976727642	0.09083274478
569	0.9976892909	0.09051133985
570	0.9976907461	0.09031761602
571	0.9976855805	0.09027768008
572	0.9976805443	0.0901334187
573	0.9976873315	0.09003101389
574	0.9976945825	0.08987318291
575	0.9977137492	0.08967533685
576	0.9977248716	0.08959810165
577	0.9977421495	0.08946030691
578	0.9977651139	0.08934838796
579	0.9977738962	0.08924598175
580	0.997787692	0.08904879985
581	0.9977982822	0.08887677703
582	0.9978003894	0.08879647517
583	0.9978293996	0.08849022096
584	0.997859332	0.08809284326
585	0.9978706165	0.08793239677
586	0.9978811689	0.08778347552
587	0.9978879349	0.08763175841
588	0.997894446	0.08753839399
589	0.9979028144	0.08742065055
590	0.9978902527	0.08733228858
591	0.9978954045	0.08714679171
592	0.997907966	0.08706734811
593	0.9979153359	0.08689080383
594	0.9979253758	0.0867004027
595	0.9979442757	0.08638358138
596	0.9979603594	0.08618592421
597	0.9979681529	0.08610041645
598	0.9979709431	0.08598670827
599	0.997975568	0.08586924844
600	0.9979731918	0.08573207643
601	0.9979759588	0.08569678671
602	0.9979884001	0.08558401192
603	0.9980043607	0.08546543025
604	0.9980116659	0.08535864911
605	0.9980397747	0.08498745454
606	0.9980496358	0.08484100422
607	0.998057096	0.08472567635
608	0.9980622221	0.08461871465
609	0.9980778842	0.08437110532
610	0.9980776693	0.08422578556
611	0.9980776644	0.08405207629
612	0.9980795408	0.08397203229
613	0.9980880295	0.08379727287
614	0.9980987312	0.08362459078
615	0.9981019026	0.08355632956
616	0.9981241321	0.08346388666
617	0.9981481483	0.08302072804
618	0.9981415396	0.08289991992
619	0.9981537487	0.08266965105
620	0.9981595697	0.08257796535
621	0.9981623116	0.0824597464
622	0.9981693332	0.08240785284
623	0.9982030234	0.082110458
624	0.9982150685	0.08188641295
625	0.9982212519	0.08169533549
626	0.9982272852	0.08162854453
627	0.9982418462	0.08145480395
628	0.9982476026	0.08132160053
629	0.9982478933	0.08122061803
630	0.9982666011	0.08111150321
631	0.9982760169	0.08090828068
632	0.9982915268	0.08076450917
633	0.9983057021	0.08069747231
634	0.9983240162	0.08050089354
635	0.9983247025	0.08040056286
636	0.9983254771	0.08028796713
637	0.9983360844	0.08018076339
638	0.9983385542	0.08000579802
639	0.9983449344	0.07991231398
640	0.9983414421	0.07978565642
641	0.9983479298	0.07972060014
642	0.9983647454	0.0795117725
643	0.9983794966	0.07935142048
644	0.9983830414	0.07916575633
645	0.9983902848	0.07886904194
646	0.9983952208	0.07870099052
647	0.9983995324	0.07863400001
648	0.9984176562	0.0784756739
649	0.998435239	0.07835290131
650	0.9984436557	0.07828053072
651	0.9984631327	0.07801060876
652	0.9984860025	0.07788149503
653	0.9985212079	0.07772007445
654	0.9985360966	0.07758909357
655	0.9985320862	0.07748943617
656	0.9985374887	0.07742452649
657	0.99854235	0.07722924179
658	0.9985501956	0.0770940918
659	0.9985651675	0.07692307353
660	0.9985673453	0.0768783848
661	0.9985850233	0.07669294424
662	0.9985909064	0.07654358512
663	0.9985935699	0.07647900641
664	0.9985937156	0.07640487234
665	0.9986006793	0.07620940217
666	0.9986024535	0.07616750321
667	0.9986053001	0.07607888965
668	0.9986099769	0.07600023558
669	0.9986293084	0.07589808168
670	0.9986339679	0.07581109478
671	0.9986441551	0.07571336218
672	0.998658191	0.0755703569
673	0.9986590892	0.07551849744
674	0.9986618004	0.07543388298
675	0.9986625112	0.07537415213
676	0.9986659337	0.07528458692
677	0.9986782548	0.07509211603
678	0.9986998077	0.07483563429
679	0.9987020354	0.074746347
680	0.9987051383	0.0746300223
681	0.9987072279	0.07444122286
682	0.9987131728	0.07433286378
683	0.998724822	0.07418714994
684	0.9987329322	0.07405636357
685	0.9987364406	0.07392103307
686	0.9987361767	0.07378441792
687	0.9987510305	0.0735072478
688	0.998753098	0.07342760117
689	0.9987590018	0.07331703804
690	0.9987654438	0.07318097727
691	0.9987755054	0.07311941468
692	0.9987803257	0.07305527072
693	0.9987881321	0.07296279284
694	0.9987997208	0.07291163528
695	0.998805666	0.0728559948
696	0.9988139439	0.07268308361
697	0.9988248962	0.07251610832
698	0.9988257468	0.07246124798
699	0.9988268639	0.07236520254
700	0.9988325622	0.07214852153
701	0.9988320722	0.07200232053
702	0.9988327229	0.07187772593
703	0.9988381512	0.07180261298
704	0.9988434	0.07173182141
705	0.9988441029	0.07163863384
706	0.9988479276	0.07148421577
707	0.9988564045	0.07140076202
708	0.9988594588	0.07132701961
709	0.9988719394	0.07122324338
710	0.9988746057	0.07117262545
711	0.9988755964	0.07114913434
712	0.9988933227	0.07101053396
713	0.9988945608	0.07098841858
714	0.9989031772	0.07085987204
715	0.9989035994	0.07081170373
716	0.9989039474	0.07074872622
717	0.9989079657	0.07057258598
718	0.9989105234	0.07036939195
719	0.9989111065	0.07026412518
720	0.9989150123	0.07019392388
721	0.9989192192	0.07012715778
722	0.998927436	0.06996662574
723	0.9989316208	0.06984191881
724	0.9989412046	0.0696776691
725	0.9989469717	0.06949715883
726	0.9989479321	0.06939085997
727	0.9989521544	0.06927683448
728	0.9989560392	0.06917088353
729	0.9989549201	0.06909585913
730	0.9989660612	0.06897773264
731	0.998968428	0.06887674903
732	0.9989735217	0.06877424998
733	0.9989848706	0.06863030653
734	0.9989964419	0.06852295634
735	0.9989989381	0.06842943771
736	0.9990049901	0.06831553577
737	0.9990085094	0.06818368585
738	0.9990125542	0.06812785673
739	0.9990122757	0.06802650182
740	0.9990184005	0.06787976888
741	0.9990253135	0.06781336858
742	0.9990341482	0.06774824727
743	0.9990398033	0.06763126415
744	0.9990485651	0.06736741165
745	0.9990489923	0.06734761057
746	0.9990571244	0.06720781605
747	0.9990580508	0.0671023309
748	0.9990625545	0.06699056638
749	0.9990661752	0.06684291929
750	0.9990667357	0.06679672461
751	0.9990737529	0.06667395096
752	0.9990841147	0.06660488848
753	0.9990899665	0.06646412471
754	0.9990919538	0.06632401223
755	0.999097116	0.06626349324
756	0.9990995598	0.06616458142
757	0.9990996009	0.06598722193
758	0.999110461	0.06589640133
759	0.9991196484	0.06572490839
760	0.999123417	0.06563401581
761	0.9991253744	0.06553884583
762	0.9991253302	0.06536419164
763	0.9991274566	0.06533908407
764	0.9991286817	0.06524465904
765	0.9991332601	0.06519891556
766	0.9991406728	0.06506118281
767	0.9991413345	0.06503760287
768	0.9991487883	0.06497592876
769	0.9991627904	0.06488952729
770	0.9991630194	0.06478888176
771	0.9991683941	0.06472905216
772	0.9991709282	0.06460029733
773	0.9991701287	0.06451072337
774	0.9991719817	0.06439983522
775	0.9991733524	0.0642873836
776	0.9991804332	0.0641815335
777	0.9991914975	0.06409271113
778	0.9991928975	0.06399292704
779	0.9991997153	0.0639621783
780	0.9991998145	0.06394303904
781	0.9992148861	0.06378274279
782	0.9992115599	0.06374957097
783	0.9992170197	0.0637017595
784	0.9992259703	0.06359706217
785	0.9992361796	0.06337742581
786	0.99924292	0.06316908457
787	0.9992457062	0.06310221439
788	0.9992478607	0.06302462736
789	0.9992545745	0.0628141957
790	0.999261265	0.06272021938
791	0.9992614761	0.06263391863
792	0.9992767682	0.06238839906
793	0.9992775802	0.0622680903
794	0.9992821022	0.06215350203
795	0.9992874207	0.06209558206
796	0.9992853482	0.06198350159
797	0.9992998768	0.06181143504
798	0.9993083481	0.06176320042
799	0.999316523	0.06167028953
800	0.999317834	0.06159581781
801	0.999318992	0.06155798999
802	0.9993213183	0.06145268035
803	0.9993248422	0.06121286441
804	0.9993200117	0.06113861648
805	0.9993267251	0.06108351719
806	0.9993276475	0.06097896292
807	0.9993269149	0.06094182249
808	0.9993306441	0.06087783351
809	0.9993286836	0.06079118103
810	0.9993382541	0.06065105948
811	0.9993419688	0.06057323042
812	0.999344105	0.06050629705
813	0.9993518643	0.06044744009
814	0.9993525498	0.06042820728
815	0.9993540601	0.06034136362
816	0.999362523	0.06013207549
817	0.9993655662	0.06003677835
818	0.9993690782	0.05989417655
819	0.9993745157	0.05980695359
820	0.9993790108	0.0597163288
821	0.999383355	0.05961953524
822	0.9993853784	0.05946567169
823	0.9993868423	0.05943056197
824	0.9993868601	0.05939220172
825	0.9993940519	0.05920519297
826	0.9994031495	0.05914668379
827	0.9994054644	0.05903897034
828	0.9994059385	0.058994105
829	0.999409562	0.05894095403
830	0.9994126722	0.05889951593
831	0.9994141665	0.05881944974
832	0.9994129921	0.05868673429
833	0.9994127561	0.05859953965
834	0.9994123975	0.05855903573
835	0.9994200149	0.05843954381
836	0.9994212887	0.0583441458
837	0.9994246336	0.0582841244
838	0.999427855	0.05814656731
839	0.9994317388	0.05809529857
840	0.9994342002	0.05806090679
841	0.9994381673	0.05791855166
842	0.9994391522	0.05788697243
843	0.9994445556	0.05776856591
844	0.9994468005	0.05768054978
845	0.9994499051	0.0575364016
846	0.9994515939	0.05739935066
847	0.9994536498	0.05734331031
848	0.9994572572	0.05721188117
849	0.999457059	0.05712433177
850	0.9994625446	0.0570840174
851	0.9994601834	0.05705048868
852	0.9994609908	0.05701169449
853	0.9994622597	0.05698301415
854	0.9994672913	0.05683648816
855	0.9994703063	0.05673380425
856	0.9994756155	0.05656947693
857	0.999478739	0.05652042682
858	0.999479645	0.05644007606
859	0.9994807424	0.05637007263
860	0.9994828022	0.05624766939
861	0.9994835784	0.05620990425
862	0.9994858383	0.05613130079
863	0.9994856031	0.05611654589
864	0.9994888441	0.0559798503
865	0.9994921182	0.05590719765
866	0.9994965893	0.0557701313
867	0.9995014448	0.05572532291
868	0.9995029285	0.05566487464
869	0.9995010719	0.05561779089
870	0.9995047448	0.05556898063
871	0.9995067328	0.0554995086
872	0.9995075882	0.05539600413
873	0.9995108667	0.05528386617
874	0.999512068	0.05518646231
875	0.9995185944	0.05494648493
876	0.9995212794	0.0549021809
877	0.9995244156	0.05481045667
878	0.9995277444	0.0547132712
879	0.9995284192	0.05465258413
880	0.999529462	0.05453422501
881	0.999529657	0.05449275973
